,AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
10188,2020,5652,San Francisco,5,Antioquia,3758,Antioquia (ETC),1365.0,83.81,83.81,64.46,78.55,68.31,30.92,96.63,83.47,100.68,108.54,67.15,29.88,34.13,4.82,0.99,2.97,8.85,2.2,85.71,99.01,87.78,79.19,87.91,9.47,0.0,9.25,11.96,9.89,11.92,0.0,13.96,12.92,7.69
10189,2020,5656,San Jeronimo,5,Antioquia,3758,Antioquia (ETC),2919.0,84.24,84.24,65.95,79.88,76.13,40.12,96.13,88.36,94.05,105.74,85.63,30.7,66.83,3.33,2.44,2.58,3.81,4.86,80.07,95.12,85.65,71.11,78.86,16.6,2.44,11.76,25.08,16.29,4.49,0.0,2.05,8.93,2.29
10190,2020,5658,San Jose de la Montaña,5,Antioquia,3758,Antioquia (ETC),854.0,69.09,69.09,57.58,64.83,63.01,45.39,73.89,72.73,75.58,75.34,67.76,28.38,63.89,0.65,2.08,1.15,0.0,0.0,90.61,97.92,90.0,89.09,92.22,8.74,0.0,8.85,10.91,7.78,0.32,0.0,0.77,0.0,0.0
10191,2020,5659,San Juan de Uraba,5,Antioquia,3758,Antioquia (ETC),5767.0,99.65,99.65,41.87,92.52,77.85,37.33,112.81,88.69,122.92,122.78,76.81,30.3,58.24,0.92,0.45,0.4,1.3,2.65,93.47,96.64,96.6,88.05,94.87,5.61,2.91,3.01,10.65,2.48,8.24,3.36,6.9,12.55,2.83
10192,2020,5660,San Luis,5,Antioquia,3758,Antioquia (ETC),2965.0,95.62,95.62,83.83,90.27,78.9,45.13,103.84,88.35,107.86,113.62,80.75,28.16,47.51,2.08,1.28,1.44,3.15,2.17,88.58,98.72,90.76,82.3,91.3,9.34,0.0,7.79,14.55,6.52,5.35,0.0,4.83,7.73,3.99
10193,2020,5664,San Pedro,5,Antioquia,3758,Antioquia (ETC),4358.0,111.52,111.45,89.34,99.32,108.67,74.05,122.42,100.0,112.75,137.47,125.95,32.21,68.46,2.33,0.63,1.21,3.56,2.7,86.96,99.37,91.9,80.94,84.73,10.71,0.0,6.89,15.5,12.57,4.82,0.0,4.1,7.59,1.49
10194,2020,5665,San Pedro de Uraba,5,Antioquia,3758,Antioquia (ETC),8074.0,98.37,98.37,37.75,93.98,87.82,45.04,110.23,70.17,115.9,124.51,86.22,27.95,28.11,1.09,1.52,0.44,1.47,2.14,94.15,98.05,98.11,90.01,90.48,4.77,0.43,1.46,8.52,7.39,4.75,0.22,4.12,6.89,2.33
10195,2020,5667,San Rafael,5,Antioquia,3758,Antioquia (ETC),2907.0,77.67,77.67,55.0,74.31,70.53,41.02,89.34,73.33,86.62,102.77,77.14,26.92,58.01,0.77,0.0,0.38,1.32,1.04,94.66,100.0,95.97,91.73,95.16,4.57,0.0,3.65,6.95,3.81,5.6,0.0,6.91,7.07,0.0
10196,2020,5670,San Roque,5,Antioquia,3758,Antioquia (ETC),4344.0,80.89,80.89,56.98,76.35,68.01,44.98,91.44,69.23,93.88,97.75,83.36,29.58,59.48,1.22,0.41,0.53,1.93,2.29,94.49,99.59,96.98,90.84,92.43,4.29,0.0,2.49,7.23,5.28,2.08,0.0,1.96,2.81,1.6
10197,2020,5674,San Vicente,5,Antioquia,3758,Antioquia (ETC),4109.0,78.29,78.29,59.16,71.63,70.59,46.53,84.81,74.47,85.16,93.21,72.42,26.11,63.2,1.3,1.21,0.91,1.95,0.85,91.48,94.76,93.44,88.03,92.77,7.22,4.03,5.65,10.02,6.38,5.38,0.81,4.95,7.9,2.55
10198,2020,5679,Santa Barbara,5,Antioquia,3758,Antioquia (ETC),4489.0,77.17,77.17,47.2,72.33,70.0,45.34,85.63,64.91,84.98,95.57,75.98,27.87,68.69,3.76,4.31,4.98,2.68,3.01,90.91,95.22,90.43,90.42,91.84,5.33,0.48,4.58,6.9,5.14,6.08,0.48,5.71,8.24,3.72
10199,2020,5686,Santa Rosa de Osos,5,Antioquia,3758,Antioquia (ETC),7706.0,97.74,97.7,76.44,86.0,91.45,63.66,107.93,90.71,100.73,122.97,103.76,28.65,70.33,2.51,0.38,1.96,3.12,3.98,94.67,99.43,96.15,91.88,94.36,2.82,0.19,1.89,5.0,1.66,5.53,0.19,5.43,8.08,2.1
10200,2020,5690,Santo Domingo,5,Antioquia,3758,Antioquia (ETC),2245.0,107.13,107.13,73.37,96.37,97.29,54.22,124.86,95.86,116.39,144.72,117.65,23.41,69.56,1.92,1.23,1.04,3.02,1.89,91.18,97.53,93.95,88.53,86.75,6.89,1.23,5.01,8.45,11.36,6.65,0.0,5.29,10.83,1.89
10201,2020,5697,El Santuario,5,Antioquia,3758,Antioquia (ETC),7613.0,88.86,88.85,69.34,83.06,86.5,54.63,95.49,84.23,93.3,108.26,81.73,31.89,62.59,2.99,1.6,2.72,3.78,2.6,91.55,98.4,92.67,87.27,95.31,5.46,0.0,4.61,8.95,2.08,5.15,0.0,5.52,7.01,1.95
10202,2020,5736,Segovia,5,Antioquia,3758,Antioquia (ETC),8806.0,86.55,86.55,52.06,85.29,68.96,31.69,102.19,81.23,110.7,112.01,71.88,32.26,57.52,5.02,3.7,4.2,7.02,3.02,80.82,96.11,83.62,71.94,86.49,14.16,0.19,12.18,21.03,10.49,1.89,0.0,2.88,1.17,0.64
10203,2020,5756,Sonson,5,Antioquia,3758,Antioquia (ETC),7207.0,84.9,84.9,55.66,80.75,73.24,42.19,94.6,69.12,98.77,104.57,76.69,29.68,43.13,3.41,0.78,1.63,5.94,3.54,89.02,98.44,91.98,84.35,87.75,7.57,0.78,6.39,9.71,8.71,6.36,0.0,7.4,7.74,1.52
10204,2020,5761,Sopetran,5,Antioquia,3758,Antioquia (ETC),2716.0,91.13,91.13,65.16,87.33,76.15,41.74,110.01,87.78,106.33,120.68,108.48,30.23,63.25,4.17,3.61,3.52,5.54,2.84,87.06,93.3,90.35,79.78,92.55,8.77,3.09,6.12,14.67,4.61,7.84,0.0,8.89,9.46,3.55
10205,2020,5789,Tamesis,5,Antioquia,3758,Antioquia (ETC),2721.0,85.23,85.23,57.51,76.0,73.83,49.8,106.03,83.42,94.23,120.25,112.86,29.41,60.51,4.07,3.11,2.92,5.84,2.83,86.19,95.65,88.12,82.07,87.82,9.75,1.24,8.96,12.09,9.35,6.12,0.0,3.63,11.07,2.27
10206,2020,5790,Taraza,5,Antioquia,3758,Antioquia (ETC),7495.0,77.12,77.12,41.89,69.54,60.96,24.49,89.78,58.59,99.15,102.51,54.05,31.6,52.87,3.94,3.1,4.15,3.82,3.75,74.55,94.93,74.61,68.34,87.25,21.51,1.97,21.24,27.84,9.0,8.23,0.56,8.74,9.82,3.25
10207,2020,5792,Tarso,5,Antioquia,3758,Antioquia (ETC),1150.0,67.91,67.91,48.81,64.55,49.12,28.1,82.61,60.71,82.06,96.74,65.71,28.24,67.31,2.47,0.0,0.55,4.85,2.78,86.71,100.0,90.3,82.42,81.48,10.82,0.0,9.14,12.73,15.74,11.65,0.0,12.74,13.33,8.33
10208,2020,5809,Titiribi,5,Antioquia,3758,Antioquia (ETC),1706.0,72.04,72.04,52.89,70.34,65.89,23.87,81.54,71.07,83.16,95.53,54.84,27.26,62.79,3.2,5.81,1.43,4.24,4.69,80.67,90.7,84.05,73.62,89.06,16.13,3.49,14.52,22.14,6.25,11.49,0.0,9.86,16.05,7.03
10209,2020,5819,Toledo,5,Antioquia,3758,Antioquia (ETC),1131.0,100.0,100.0,54.08,92.13,80.91,49.44,108.58,57.14,122.98,114.52,85.39,29.79,71.93,0.81,0.0,0.84,1.04,0.0,84.88,100.0,81.99,85.16,94.05,14.31,0.0,17.17,13.8,5.95,10.2,0.0,14.81,6.77,0.0
10210,2020,5837,Turbo,5,Antioquia,3763,Turbo,34048.0,107.35,107.33,60.68,99.14,96.39,49.3,130.45,91.3,123.88,140.33,149.64,25.46,48.27,1.33,0.77,1.07,1.51,2.27,97.4,99.19,98.4,96.13,96.24,1.26,0.04,0.53,2.36,1.49,3.87,0.04,4.3,4.59,1.83
10211,2020,5842,Uramita,5,Antioquia,3758,Antioquia (ETC),1563.0,85.92,85.92,57.35,87.74,63.99,33.6,98.14,76.47,111.66,98.24,73.28,29.06,46.21,1.61,2.88,1.61,1.1,2.42,96.29,96.15,95.45,97.8,95.97,2.1,0.96,2.95,1.1,1.61,6.15,1.92,4.28,10.55,4.84
10212,2020,5847,Urrao,5,Antioquia,3758,Antioquia (ETC),6978.0,88.13,88.13,66.72,85.37,66.35,47.54,103.64,83.53,108.55,104.7,99.28,28.44,30.64,3.75,3.39,3.35,4.65,3.29,89.5,96.41,86.99,90.64,92.46,6.75,0.2,9.66,4.7,4.25,8.15,0.0,12.15,6.24,1.64
10213,2020,5854,Valdivia,5,Antioquia,3758,Antioquia (ETC),3487.0,84.49,84.49,52.23,79.95,61.51,23.67,100.8,72.16,117.39,111.86,49.82,29.5,45.04,3.93,0.48,3.67,5.01,4.15,85.92,99.05,88.03,79.17,89.4,10.14,0.48,8.3,15.81,6.45,9.25,0.48,11.37,9.45,0.46
10214,2020,5856,Valparaiso,5,Antioquia,3758,Antioquia (ETC),1045.0,71.58,71.58,51.76,67.91,68.95,28.49,83.06,76.47,78.6,97.44,68.72,25.89,63.62,1.33,0.0,1.78,0.32,3.64,90.46,100.0,93.2,84.13,94.55,8.21,0.0,5.03,15.56,1.82,4.95,0.0,4.73,7.3,1.82
10215,2020,5858,Vegachi,5,Antioquia,3758,Antioquia (ETC),2621.0,101.03,101.03,85.2,93.98,85.18,52.11,114.77,101.53,116.27,126.34,93.57,30.11,55.95,1.6,1.51,1.29,1.81,2.14,92.09,98.49,96.44,86.43,88.99,6.31,0.0,2.27,11.76,8.87,1.31,0.0,1.94,1.11,0.31
10216,2020,5861,Venecia,5,Antioquia,3758,Antioquia (ETC),1837.0,93.3,93.3,80.67,85.98,81.65,43.52,106.91,105.04,108.78,115.64,87.03,28.6,68.17,8.55,10.4,9.11,9.38,2.8,85.8,89.6,86.59,82.99,89.72,5.65,0.0,4.3,7.62,7.48,8.44,0.0,6.38,12.46,7.94
10217,2020,5873,Vigia del Fuerte,5,Antioquia,3758,Antioquia (ETC),2790.0,72.4,72.4,31.0,69.94,45.7,19.51,87.85,54.24,105.48,85.57,61.23,24.82,60.26,7.74,0.0,8.73,8.15,5.8,85.07,100.0,83.85,82.69,89.73,7.19,0.0,7.42,9.16,4.46,1.23,0.0,1.16,1.86,0.45
10218,2020,5885,Yali,5,Antioquia,3758,Antioquia (ETC),1588.0,71.28,71.28,60.0,66.06,61.42,36.4,82.3,73.08,81.15,92.13,69.73,30.9,43.07,5.95,3.16,5.03,8.26,4.0,94.05,96.84,94.97,91.74,96.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.56,0.69,0.8
10219,2020,5887,Yarumal,5,Antioquia,3758,Antioquia (ETC),9115.0,87.62,87.61,61.05,80.02,79.28,45.67,104.32,82.14,98.45,124.19,87.88,29.84,70.97,2.21,1.34,1.31,3.26,2.57,93.85,98.66,93.84,92.7,94.87,3.94,0.0,4.85,4.05,2.57,6.26,0.96,5.92,8.84,2.23
10220,2020,5890,Yolombo,5,Antioquia,3758,Antioquia (ETC),4830.0,79.65,79.65,47.81,70.7,73.03,43.95,90.48,64.75,87.59,104.43,80.51,28.86,52.64,1.13,0.0,0.7,1.81,1.01,92.44,99.58,94.31,89.31,92.35,6.43,0.42,4.99,8.87,6.64,1.28,0.0,1.0,1.55,2.01
10221,2020,5893,Yondo,5,Antioquia,3758,Antioquia (ETC),4838.0,81.81,81.79,48.2,81.8,61.09,25.66,88.78,76.65,106.45,86.17,46.94,29.0,40.7,4.0,2.24,3.75,5.62,1.12,86.8,96.47,92.9,73.99,83.15,9.2,1.28,3.36,20.39,15.73,9.33,1.28,10.65,11.16,0.75
10222,2020,5895,Zaragoza,5,Antioquia,3758,Antioquia (ETC),6780.0,107.3,107.3,49.92,100.1,79.48,36.58,132.61,85.12,139.58,143.49,117.99,27.46,34.97,3.58,0.59,2.52,5.63,5.24,83.54,97.66,87.03,74.69,83.5,12.88,1.76,10.45,19.68,11.26,4.74,3.13,5.22,4.95,1.75
10223,2020,8001,Barranquilla,8,Atlantico,4909,Barranquilla,237390.0,102.21,101.84,71.33,96.81,89.62,57.04,110.64,101.92,114.36,115.44,96.59,27.3,85.27,0.82,0.67,0.9,0.82,0.63,95.1,95.96,95.37,93.9,97.01,4.08,3.37,3.73,5.28,2.36,4.28,1.86,3.88,6.21,1.76
10224,2020,8078,Baranoa,8,Atlantico,3764,Atlantico (ETC),13600.0,90.26,90.17,60.63,87.04,81.63,49.5,98.15,89.15,100.8,104.3,83.75,32.64,92.58,1.69,2.06,1.84,1.81,0.85,89.33,91.23,89.53,86.39,95.82,8.98,6.71,8.63,11.81,3.33,6.15,0.26,4.47,9.68,3.82
10225,2020,8137,Campo de la Cruz,8,Atlantico,3764,Atlantico (ETC),5389.0,91.52,91.52,66.24,89.93,65.16,39.04,103.69,93.16,113.99,101.53,86.36,29.96,86.35,1.8,1.15,2.33,1.41,0.83,93.38,97.94,92.45,92.77,96.06,4.82,0.92,5.22,5.82,3.11,7.81,0.0,9.96,8.23,2.28
10226,2020,8141,Candelaria,8,Atlantico,3764,Atlantico (ETC),3949.0,84.76,84.73,56.2,85.27,66.25,40.13,91.24,87.03,105.09,87.51,63.72,29.24,95.92,1.89,1.1,1.54,2.56,2.02,92.54,97.8,94.22,88.86,92.19,5.57,1.1,4.24,8.58,5.79,6.96,0.0,7.38,8.76,5.04
10227,2020,8296,Galapa,8,Atlantico,3764,Atlantico (ETC),14966.0,77.3,77.21,58.71,74.68,68.24,36.71,81.83,78.57,88.16,86.15,58.31,27.68,85.4,3.91,3.8,4.38,3.91,2.23,86.46,92.02,86.25,84.63,89.57,9.63,4.19,9.37,11.45,8.2,5.24,1.7,4.82,6.55,4.93
10228,2020,8372,Juan de Acosta,8,Atlantico,3764,Atlantico (ETC),4601.0,80.11,80.09,56.36,80.22,66.75,40.93,84.42,81.56,95.62,84.88,57.12,28.88,95.04,3.88,2.81,3.81,4.32,3.4,87.84,95.58,87.67,85.89,89.8,8.29,1.61,8.52,9.79,6.8,7.72,1.61,9.15,7.25,7.48
10229,2020,8421,Luruaco,8,Atlantico,3764,Atlantico (ETC),6935.0,83.63,83.62,63.51,79.45,63.77,44.65,90.81,85.81,98.33,88.13,79.32,28.61,68.57,3.95,2.88,3.56,5.08,3.06,90.79,93.42,91.57,88.42,92.5,5.26,3.7,4.87,6.49,4.44,6.24,0.0,5.94,9.26,3.33
10230,2020,8433,Malambo,8,Atlantico,3960,Malambo,30961.0,84.96,84.53,55.47,84.11,68.03,40.14,90.69,83.81,103.66,88.49,66.14,22.59,85.0,2.9,5.37,2.91,2.68,2.22,92.26,93.69,93.96,89.6,92.27,4.84,0.94,3.13,7.72,5.5,2.23,1.74,2.24,2.67,1.01
10231,2020,8436,Manati,8,Atlantico,3764,Atlantico (ETC),5247.0,77.38,77.38,49.01,73.3,60.95,39.01,87.33,102.86,91.1,84.25,75.3,32.34,82.86,4.34,2.99,4.24,5.87,1.81,86.14,70.94,91.07,82.06,91.65,9.52,26.07,4.69,12.08,6.53,2.96,0.0,2.66,4.48,2.54
10232,2020,8520,Palmar de Varela,8,Atlantico,3764,Atlantico (ETC),6342.0,92.84,92.81,64.99,92.54,79.76,44.48,100.8,86.78,108.89,105.05,79.05,33.63,94.68,1.84,2.99,1.55,2.08,1.58,89.77,89.53,91.66,86.67,91.82,8.39,7.48,6.79,11.25,6.6,7.14,1.0,8.0,8.74,3.03
10233,2020,8549,Piojo,8,Atlantico,3764,Atlantico (ETC),1412.0,67.07,67.07,34.96,67.28,52.93,33.19,73.09,66.67,79.09,73.75,60.0,24.13,34.91,4.17,6.1,4.26,3.82,3.55,90.21,92.68,88.7,90.0,94.33,5.62,1.22,7.04,6.18,2.13,3.2,0.0,4.26,3.53,0.71
10234,2020,8558,Polonuevo,8,Atlantico,3764,Atlantico (ETC),4266.0,73.96,73.79,58.04,72.87,60.12,36.91,79.18,78.87,87.75,79.62,57.85,29.44,95.92,2.15,3.04,2.28,2.07,1.29,94.51,96.09,92.69,95.41,98.2,3.34,0.87,5.02,2.52,0.52,8.61,0.0,6.91,13.77,5.67
10235,2020,8560,Ponedera,8,Atlantico,3764,Atlantico (ETC),5944.0,81.22,81.22,56.23,80.33,59.19,36.15,91.37,87.16,103.81,88.48,66.88,29.86,100.0,5.82,0.99,4.98,8.59,4.89,83.69,95.54,84.44,77.07,90.72,10.49,3.47,10.58,14.34,4.4,6.1,0.0,6.63,7.02,5.54
10236,2020,8573,Puerto Colombia,8,Atlantico,3764,Atlantico (ETC),10259.0,149.26,144.26,56.26,138.08,123.33,78.85,154.6,139.33,165.65,156.3,132.18,26.38,96.83,3.16,4.83,3.44,2.79,2.57,88.02,93.64,84.9,88.56,92.67,8.82,1.53,11.66,8.64,4.77,5.16,0.51,6.24,6.38,0.98
10237,2020,8606,Repelon,8,Atlantico,3764,Atlantico (ETC),6434.0,83.37,83.37,62.87,83.01,65.47,35.1,90.43,91.23,101.19,90.83,61.67,29.9,74.17,2.83,1.84,2.32,4.0,2.27,90.4,96.93,92.53,84.94,92.88,6.76,1.23,5.15,11.06,4.85,6.43,0.82,6.4,9.14,2.59
10238,2020,8634,Sabanagrande,8,Atlantico,3764,Atlantico (ETC),7425.0,89.82,89.72,72.32,90.13,75.98,51.53,95.91,98.72,104.19,91.22,83.06,29.82,96.43,1.23,2.9,1.32,0.85,0.91,90.28,87.07,89.84,89.83,94.75,8.49,10.04,8.85,9.32,4.33,2.56,0.0,2.87,3.06,1.82
10239,2020,8638,Sabanalarga,8,Atlantico,3764,Atlantico (ETC),21489.0,94.55,94.47,65.25,91.67,77.87,51.24,100.94,99.25,110.07,101.33,77.13,30.54,90.49,2.24,1.09,2.26,3.06,0.73,91.37,97.32,90.78,89.06,95.83,6.39,1.6,6.97,7.88,3.44,5.06,0.06,5.37,6.87,2.41
10240,2020,8675,Santa Lucia,8,Atlantico,3764,Atlantico (ETC),4090.0,66.16,66.16,52.98,60.93,42.74,19.24,76.06,66.67,85.9,78.41,51.4,31.57,82.14,0.7,0.0,0.42,1.31,0.71,98.85,100.0,99.03,98.14,99.29,0.45,0.0,0.55,0.55,0.0,0.94,0.0,0.55,1.85,0.71
10241,2020,8685,Santo Tomas,8,Atlantico,3764,Atlantico (ETC),6208.0,69.94,69.72,60.9,71.13,52.31,29.56,74.86,81.34,86.68,70.29,52.12,28.78,78.83,1.79,1.77,1.71,1.88,1.85,89.27,95.05,88.51,88.47,90.95,8.93,3.18,9.78,9.65,7.2,6.76,2.47,8.66,7.15,1.44
10242,2020,8758,Soledad,8,Atlantico,3765,Soledad,136762.0,82.68,82.37,57.73,81.71,68.58,44.55,90.12,86.85,96.28,87.16,82.22,24.13,54.91,0.83,1.17,0.86,0.79,0.6,97.46,97.76,97.74,97.05,97.4,1.71,1.07,1.41,2.16,2.0,3.05,0.83,2.43,4.74,1.77
10243,2020,8770,Suan,8,Atlantico,3764,Atlantico (ETC),2821.0,84.83,84.83,68.57,81.07,64.86,46.15,97.09,96.33,102.25,91.65,94.95,34.6,90.48,1.5,2.12,1.7,1.4,0.37,83.88,95.34,86.42,75.8,84.19,14.62,2.54,11.88,22.8,15.44,9.08,0.0,10.95,11.89,1.47
10244,2020,8832,Tubara,8,Atlantico,3764,Atlantico (ETC),3675.0,61.33,61.33,49.69,62.64,47.65,27.24,66.64,69.75,74.86,64.49,48.01,25.94,79.22,3.4,3.45,3.02,3.38,4.84,77.15,87.68,80.42,69.48,77.85,19.45,8.87,16.56,27.14,17.3,7.09,0.49,7.31,9.87,3.46
10245,2020,8849,Usiacuri,8,Atlantico,3764,Atlantico (ETC),2585.0,59.5,59.5,55.4,60.26,49.25,35.47,63.75,69.48,68.56,60.49,55.61,31.89,88.57,0.24,0.73,0.41,0.0,0.0,96.21,97.81,95.24,97.13,96.3,3.54,1.46,4.35,2.87,3.7,9.29,0.73,6.94,14.18,10.7
10246,2020,11001,Bogota DC,11,Bogota DC,3766,Bogota DC (ETC),1181597.0,96.41,95.89,69.15,93.79,89.06,57.3,104.74,85.9,106.07,111.81,97.06,25.15,98.46,0.46,0.52,0.5,0.38,0.55,94.4,99.06,96.29,92.11,92.12,5.14,0.42,3.21,7.51,7.33,3.75,0.07,3.14,5.71,2.27
10247,2020,13001,Cartagena,13,Bolivar,4910,Cartagena,201954.0,107.94,107.76,73.17,105.83,94.71,56.94,117.16,104.1,123.43,124.07,94.84,27.03,71.62,1.92,1.75,1.89,2.17,1.38,91.27,92.56,92.69,88.76,92.6,6.82,5.69,5.42,9.07,6.03,6.7,1.07,6.39,9.14,4.07
10248,2020,13006,Achi,13,Bolivar,3767,Bolivar (ETC),5886.0,97.25,97.25,52.33,90.51,74.62,44.75,114.08,124.03,118.81,115.05,93.9,17.67,31.02,0.54,0.31,0.17,0.77,1.68,98.21,99.53,98.67,97.34,97.48,1.25,0.16,1.16,1.89,0.84,3.28,0.63,4.01,3.83,1.12
10249,2020,13030,Altos del Rosario,13,Bolivar,3767,Bolivar (ETC),3125.0,74.4,74.4,51.87,70.42,52.91,22.8,85.82,93.66,97.21,84.98,53.2,27.06,38.67,1.74,1.59,1.27,1.33,6.47,97.2,98.41,96.91,98.4,93.03,1.05,0.0,1.82,0.27,0.5,4.66,0.8,5.78,4.79,1.99
10250,2020,13042,Arenal,13,Bolivar,3767,Bolivar (ETC),1964.0,97.45,97.45,71.6,96.82,71.93,43.08,109.22,99.38,124.69,108.04,77.54,22.01,22.54,0.85,0.0,0.59,0.81,2.87,98.45,94.41,99.31,98.71,96.65,0.7,5.59,0.1,0.48,0.48,3.64,0.0,5.21,3.07,0.48
10251,2020,13052,Arjona,13,Bolivar,3767,Bolivar (ETC),16072.0,94.78,94.66,58.94,89.75,80.82,48.3,109.92,105.17,111.27,117.33,94.26,26.63,74.57,0.85,1.45,0.22,1.13,1.78,98.97,98.55,99.78,98.6,97.53,0.18,0.0,0.0,0.26,0.69,5.33,0.26,5.31,7.09,3.79
10252,2020,13062,Arroyohondo,13,Bolivar,3767,Bolivar (ETC),1922.0,90.37,90.37,69.46,92.48,61.81,38.98,104.73,114.97,115.78,98.57,83.07,23.35,85.71,1.12,0.0,0.85,1.65,2.04,98.13,100.0,99.15,95.96,97.45,0.75,0.0,0.0,2.39,0.51,10.36,5.73,10.76,13.58,4.08
10253,2020,13074,Barranco de Loba,13,Bolivar,3767,Bolivar (ETC),4024.0,110.29,110.29,71.1,110.77,78.56,35.88,125.77,126.59,146.96,119.86,81.12,23.58,25.18,3.85,5.25,3.78,3.22,4.93,95.9,94.75,96.22,96.02,94.84,0.25,0.0,0.0,0.75,0.23,4.68,0.23,6.26,3.91,2.82
10254,2020,13140,Calamar,13,Bolivar,3767,Bolivar (ETC),5280.0,110.87,110.61,70.2,111.87,84.2,46.61,132.01,151.92,139.42,134.62,97.82,28.85,57.14,1.66,1.25,2.06,1.15,1.88,97.89,98.75,97.94,98.85,94.08,0.45,0.0,0.0,0.0,4.05,3.28,0.47,4.02,3.39,2.46
10255,2020,13160,Cantagallo,13,Bolivar,3767,Bolivar (ETC),2052.0,100.34,100.29,68.02,101.39,67.39,29.91,111.45,108.14,134.69,106.4,63.14,23.19,12.12,0.29,1.7,0.17,0.16,0.0,99.71,98.3,99.83,99.84,100.0,0.0,0.0,0.0,0.0,0.0,10.02,3.98,12.6,8.97,2.47
10256,2020,13188,Cicuco,13,Bolivar,3767,Bolivar (ETC),3612.0,89.87,89.87,54.87,83.17,68.37,40.63,102.91,109.74,109.2,103.93,80.38,26.73,56.83,0.82,0.3,0.36,0.82,3.52,99.18,99.7,99.64,99.18,96.48,0.0,0.0,0.0,0.0,0.0,4.11,0.3,3.51,7.19,0.88
10257,2020,13212,Cordoba,13,Bolivar,3767,Bolivar (ETC),3578.0,101.12,101.12,56.77,100.4,80.02,43.61,118.5,102.26,128.7,123.04,91.82,21.7,44.22,0.97,1.89,0.64,1.25,0.92,97.54,98.11,99.04,95.3,97.25,1.49,0.0,0.32,3.45,1.83,7.1,0.32,8.82,7.68,2.97
10258,2020,13222,Clemencia,13,Bolivar,3767,Bolivar (ETC),3635.0,83.96,83.96,67.5,80.93,62.88,43.54,94.94,84.06,102.91,92.71,84.35,29.08,52.58,0.41,0.0,0.59,0.4,0.0,99.59,100.0,99.41,99.6,100.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,5.78,3.56,0.29
10259,2020,13244,El Carmen de Bolivar,13,Bolivar,3767,Bolivar (ETC),16193.0,102.56,102.56,75.97,101.17,81.78,44.71,116.51,109.97,126.54,118.11,91.04,18.75,35.88,1.0,0.56,0.74,1.07,2.4,98.26,98.73,98.75,97.83,96.94,0.73,0.7,0.51,1.09,0.66,5.45,1.55,5.62,6.96,3.18
10260,2020,13248,El Guamo,13,Bolivar,3767,Bolivar (ETC),1771.0,83.68,83.68,57.64,78.2,66.44,39.73,92.09,81.94,101.91,92.95,71.04,24.98,71.43,0.57,2.54,0.68,0.19,0.0,98.1,97.46,98.91,96.6,99.48,1.33,0.0,0.41,3.21,0.52,3.87,0.85,3.93,5.28,1.55
10261,2020,13268,El Peñon,13,Bolivar,3767,Bolivar (ETC),2073.0,92.57,92.57,63.37,86.96,69.45,29.13,102.75,137.21,119.57,95.97,54.95,16.15,37.09,1.78,1.69,1.34,2.25,2.73,98.12,98.31,98.56,97.6,97.27,0.09,0.0,0.1,0.15,0.0,8.97,3.81,10.62,9.31,4.92
10262,2020,13300,Hatillo de Loba,13,Bolivar,3767,Bolivar (ETC),3417.0,89.44,89.44,60.14,83.65,64.55,31.43,101.96,109.96,115.02,101.56,65.54,21.76,61.05,0.8,0.65,0.31,0.79,3.38,98.99,99.35,99.32,99.21,96.31,0.21,0.0,0.37,0.0,0.31,9.27,3.24,9.46,11.89,4.92
10263,2020,13430,Magangue,13,Bolivar,3768,Magangue,31907.0,90.82,90.79,59.06,87.7,72.9,40.42,101.69,88.87,108.76,106.72,80.34,25.67,44.65,8.6,6.3,6.69,12.3,6.72,90.44,93.31,92.63,86.22,92.25,0.97,0.39,0.67,1.48,1.03,7.66,2.18,7.95,10.11,2.63
10264,2020,13433,Mahates,13,Bolivar,3767,Bolivar (ETC),6425.0,91.8,91.8,54.2,86.78,73.18,48.02,107.11,104.39,110.68,110.84,92.7,27.71,56.19,0.95,1.13,1.29,0.72,0.26,97.82,98.11,96.93,98.61,98.71,1.23,0.76,1.79,0.67,1.03,3.83,0.0,4.75,4.45,1.42
